id_temps,id_station,id_region,temperature_max,temperature_moy,temperature_min,humidite_moyenne,precipitations_jour,wind_speed_max,radiation_solaire,idhc_30j,jours_sans_pluie,score_risque,niveau_stress_hydrique,flag_alerte_temperature,qualite_donnee,source_donnee
5,13,5,10.3,5.3,0.3,66.8,0.0,3.2,480.3,58.2,7,30.3,Modéré,False,Excellente,Simulation DW
5,14,5,15.9,10.9,5.9,59.5,0.0,10.5,247.4,28.3,8,19.3,Normal,False,Bonne,Simulation DW
5,15,5,13.5,8.5,3.5,52.9,0.0,15.9,292.6,29.6,7,18.8,Normal,False,Excellente,Simulation DW
6,1,1,14.1,9.1,4.1,45.3,9.3,0.1,129.0,19.6,6,13.9,Normal,False,Excellente,Simulation DW
6,2,1,19.4,14.4,9.4,86.0,0.0,12.1,323.9,32.6,6,19.0,Normal,False,Excellente,Simulation DW
6,3,1,11.9,6.9,1.9,50.6,0.0,1.4,327.0,26.9,3,13.7,Normal,False,Excellente,Simulation DW
6,4,2,10.3,5.3,0.3,77.2,0.9,20.5,385.6,38.6,4,19.4,Normal,False,Bonne,Simulation DW
6,5,2,13.1,8.1,3.1,64.3,0.0,2.8,163.8,31.7,6,18.7,Normal,False,Bonne,Simulation DW
6,6,2,8.9,3.9,-1.1,66.4,0.0,13.0,397.1,22.1,10,18.8,Normal,False,Excellente,Simulation DW
6,7,3,11.7,6.7,1.7,80.0,0.0,12.6,463.6,16.6,12,18.6,Normal,False,Excellente,Simulation DW
6,8,3,13.0,8.0,3.0,30.6,0.0,14.8,152.3,35.6,7,21.3,Normal,False,Moyenne,Simulation DW
6,9,3,15.5,10.5,5.5,30.8,0.0,0.4,394.6,41.2,7,23.5,Normal,False,Excellente,Simulation DW
6,10,4,11.6,6.6,1.6,60.9,0.0,0.4,148.8,28.7,5,16.5,Normal,False,Excellente,Simulation DW
6,11,4,8.2,3.2,-1.8,20.0,0.0,30.3,355.6,31.2,4,16.5,Normal,False,Bonne,Simulation DW
6,12,4,11.0,6.0,1.0,35.9,0.0,11.2,488.0,0.0,3,3.0,Normal,False,Excellente,Simulation DW
6,13,5,13.9,8.9,3.9,47.5,0.0,26.7,375.8,46.1,9,27.4,Modéré,False,Excellente,Simulation DW
6,14,5,13.9,8.9,3.9,54.8,0.0,8.4,395.4,12.9,6,11.1,Normal,False,Bonne,Simulation DW
6,15,5,13.3,8.3,3.3,31.6,0.0,3.9,246.6,47.8,7,26.1,Modéré,False,Excellente,Simulation DW
7,1,1,9.3,4.3,-0.7,66.3,0.0,6.2,251.9,63.3,4,29.3,Modéré,False,Bonne,Simulation DW
7,2,1,16.6,11.6,6.6,49.7,0.0,2.2,103.0,33.2,10,23.3,Normal,False,Excellente,Simulation DW
7,3,1,11.2,6.2,1.2,35.2,0.0,16.2,315.7,45.9,5,23.4,Normal,False,Excellente,Simulation DW
7,4,2,8.7,3.7,-1.3,64.1,0.0,12.3,142.8,15.2,5,11.1,Normal,False,Excellente,Simulation DW
7,5,2,16.2,11.2,6.2,29.0,0.0,18.3,460.0,28.9,7,18.5,Normal,False,Excellente,Simulation DW
7,6,2,17.2,12.2,7.2,41.6,12.1,13.4,445.1,42.0,6,22.8,Normal,False,Excellente,Simulation DW
7,7,3,15.7,10.7,5.7,64.6,0.0,47.4,151.4,64.4,8,33.7,Modéré,False,Excellente,Simulation DW
7,8,3,15.3,10.3,5.3,58.5,0.0,2.6,242.0,15.7,4,10.3,Normal,False,Excellente,Simulation DW
7,9,3,9.7,4.7,-0.3,39.4,0.0,8.3,483.1,40.5,11,27.2,Modéré,False,Excellente,Simulation DW
7,10,4,7.8,2.8,-2.2,28.8,0.0,1.7,497.0,32.5,8,21.0,Normal,False,Bonne,Simulation DW
7,11,4,11.6,6.6,1.6,33.9,0.0,4.5,135.1,32.1,7,19.9,Normal,False,Bonne,Simulation DW
7,12,4,5.3,0.3,-4.7,26.0,0.0,21.0,447.2,17.3,11,17.9,Normal,False,Bonne,Simulation DW
7,13,5,10.0,5.0,-0.0,40.2,4.1,7.0,259.5,44.9,10,28.0,Modéré,False,Excellente,Simulation DW
7,14,5,13.6,8.6,3.6,50.8,0.0,9.7,360.1,37.6,6,21.0,Normal,False,Excellente,Simulation DW
7,15,5,9.9,4.9,-0.1,40.8,0.0,11.8,124.9,29.1,5,16.6,Normal,False,Excellente,Simulation DW
8,1,1,11.1,6.1,1.1,67.9,0.0,4.6,265.7,46.6,7,25.6,Modéré,False,Bonne,Simulation DW
8,2,1,14.6,9.6,4.6,27.8,4.3,0.1,196.5,51.4,4,24.6,Normal,False,Moyenne,Simulation DW
8,3,1,12.6,7.6,2.6,58.7,0.0,3.9,394.9,39.8,6,21.9,Normal,False,Excellente,Simulation DW
8,4,2,7.9,2.9,-2.1,48.7,0.0,10.1,363.7,5.8,9,11.3,Normal,False,Bonne,Simulation DW
8,5,2,14.8,9.8,4.8,52.5,0.0,0.9,386.5,20.4,5,13.2,Normal,False,Excellente,Simulation DW
8,6,2,8.0,3.0,-2.0,64.9,0.0,9.8,252.8,15.4,6,12.2,Normal,False,Excellente,Simulation DW
8,7,3,9.7,4.7,-0.3,68.4,7.6,1.4,235.3,49.6,10,29.9,Modéré,False,Bonne,Simulation DW
8,8,3,10.2,5.2,0.2,62.9,0.0,19.8,438.6,20.8,7,15.3,Normal,False,Bonne,Simulation DW
8,9,3,10.3,5.3,0.3,74.1,0.0,1.4,390.4,36.3,9,23.5,Normal,False,Bonne,Simulation DW
8,10,4,8.1,3.1,-1.9,46.9,0.0,16.1,181.6,7.6,11,14.0,Normal,False,Excellente,Simulation DW
8,11,4,5.4,0.4,-4.6,56.7,0.0,14.3,114.1,12.1,3,7.8,Normal,False,Bonne,Simulation DW
8,12,4,3.7,-1.3,-6.3,27.1,2.9,15.8,137.2,13.4,10,15.4,Normal,False,Excellente,Simulation DW
8,13,5,15.8,10.8,5.8,52.8,0.0,0.6,233.7,21.5,9,17.6,Normal,False,Bonne,Simulation DW
8,14,5,14.8,9.8,4.8,57.2,0.0,13.3,499.3,40.2,4,20.1,Normal,False,Bonne,Simulation DW
8,15,5,7.9,2.9,-2.1,33.8,0.0,4.5,233.8,57.9,7,30.2,Modéré,False,Excellente,Simulation DW
9,1,1,12.4,7.4,2.4,53.1,0.0,6.9,274.7,13.5,9,14.4,Normal,False,Bonne,Simulation DW
9,2,1,10.9,5.9,0.9,33.5,0.0,3.3,204.7,45.3,5,23.1,Normal,False,Excellente,Simulation DW
9,3,1,11.3,6.3,1.3,51.5,0.0,5.3,238.9,45.5,5,23.2,Normal,False,Bonne,Simulation DW
9,4,2,8.6,3.6,-1.4,57.7,8.7,2.2,326.1,31.0,7,19.4,Normal,False,Excellente,Simulation DW
9,5,2,12.2,7.2,2.2,65.3,0.0,1.2,444.1,35.2,4,18.1,Normal,False,Bonne,Simulation DW
9,6,2,20.0,15.0,10.0,51.3,9.8,7.2,422.6,17.6,10,17.0,Normal,False,Excellente,Simulation DW
9,7,3,10.1,5.1,0.1,49.1,0.0,24.0,315.5,28.0,11,22.2,Normal,False,Excellente,Simulation DW
9,8,3,9.8,4.8,-0.2,67.2,8.6,11.9,417.3,33.6,12,25.4,Modéré,False,Excellente,Simulation DW
9,9,3,11.0,6.0,1.0,48.8,0.0,41.4,367.2,33.9,8,21.6,Normal,False,Excellente,Simulation DW
9,10,4,9.4,4.4,-0.6,64.8,0.0,12.7,456.1,27.2,3,13.9,Normal,False,Excellente,Simulation DW
9,11,4,5.6,0.6,-4.4,58.2,0.0,17.5,140.3,38.9,10,25.6,Modéré,False,Excellente,Simulation DW
9,12,4,5.5,0.5,-4.5,45.2,3.4,0.7,170.0,54.2,10,31.7,Modéré,False,Bonne,Simulation DW
9,13,5,13.8,8.8,3.8,65.4,0.0,27.9,448.5,22.9,5,14.2,Normal,False,Bonne,Simulation DW
9,14,5,8.0,3.0,-2.0,62.5,0.0,5.5,116.8,11.8,10,14.7,Normal,False,Bonne,Simulation DW
9,15,5,11.3,6.3,1.3,42.0,0.0,20.6,145.0,36.3,7,21.5,Normal,False,Bonne,Simulation DW
10,1,1,14.4,9.4,4.4,44.8,0.0,3.6,397.3,36.6,4,18.7,Normal,False,Excellente,Simulation DW
10,2,1,14.9,9.9,4.9,51.1,0.0,0.7,432.5,65.7,4,30.3,Modéré,False,Excellente,Simulation DW
10,3,1,15.5,10.5,5.5,59.6,0.8,9.0,381.1,44.0,12,29.6,Modéré,False,Excellente,Simulation DW
10,4,2,9.1,4.1,-0.9,43.4,0.0,0.5,156.0,30.5,8,20.2,Normal,False,Excellente,Simulation DW
10,5,2,5.4,0.4,-4.6,19.0,0.0,0.1,187.6,26.7,5,15.7,Normal,False,Excellente,Simulation DW
10,6,2,11.1,6.1,1.1,51.6,0.0,20.7,297.4,18.7,7,14.5,Normal,False,Bonne,Simulation DW
10,7,3,5.5,0.5,-4.5,40.2,0.0,10.1,120.5,34.0,10,23.6,Normal,False,Excellente,Simulation DW
10,8,3,12.4,7.4,2.4,72.8,0.0,0.7,132.1,30.8,4,16.3,Normal,False,Excellente,Simulation DW
10,9,3,10.5,5.5,0.5,67.4,0.0,20.7,389.6,58.4,5,28.4,Modéré,False,Excellente,Simulation DW
10,10,4,4.6,-0.4,-5.4,20.6,4.4,13.1,360.9,31.6,4,16.7,Normal,False,Bonne,Simulation DW
10,11,4,10.2,5.2,0.2,38.8,0.0,9.2,382.2,57.6,11,34.0,Modéré,False,Excellente,Simulation DW
10,12,4,4.7,-0.3,-5.3,69.7,0.0,4.2,128.7,23.8,4,13.5,Normal,False,Excellente,Simulation DW
10,13,5,16.2,11.2,6.2,74.2,0.0,7.0,485.6,44.5,7,24.8,Normal,False,Excellente,Simulation DW
10,14,5,8.7,3.7,-1.3,48.4,11.3,4.9,236.2,24.6,10,19.8,Normal,False,Excellente,Simulation DW
10,15,5,13.3,8.3,3.3,83.5,0.0,4.2,208.1,56.0,6,28.4,Modéré,False,Moyenne,Simulation DW
11,1,1,6.1,1.1,-3.9,43.0,0.0,6.5,317.2,51.2,10,30.5,Modéré,False,Excellente,Simulation DW
11,2,1,11.7,6.7,1.7,57.0,0.0,6.2,492.4,43.8,9,26.5,Modéré,False,Excellente,Simulation DW
11,3,1,12.8,7.8,2.8,57.8,0.0,8.5,482.4,55.7,9,31.3,Modéré,False,Excellente,Simulation DW
11,4,2,13.9,8.9,3.9,46.9,15.4,6.5,375.1,47.5,7,26.0,Modéré,False,Bonne,Simulation DW
11,5,2,9.7,4.7,-0.3,42.0,3.6,0.1,395.1,36.1,4,18.4,Normal,False,Bonne,Simulation DW
11,6,2,14.6,9.6,4.6,41.1,0.0,5.2,262.8,36.3,7,21.5,Normal,False,Excellente,Simulation DW
11,7,3,9.6,4.6,-0.4,71.8,0.0,12.3,120.1,35.4,5,19.2,Normal,False,Excellente,Simulation DW
11,8,3,12.0,7.0,2.0,38.5,0.0,10.4,149.2,25.0,11,21.0,Normal,False,Bonne,Simulation DW
11,9,3,2.9,-2.1,-7.1,38.9,0.0,6.9,213.7,42.8,9,26.1,Modéré,False,Excellente,Simulation DW
11,10,4,10.7,5.7,0.7,50.2,0.0,2.8,396.4,20.6,4,12.2,Normal,False,Excellente,Simulation DW
11,11,4,7.2,2.2,-2.8,73.5,0.0,12.2,101.7,18.3,10,17.3,Normal,False,Excellente,Simulation DW
11,12,4,4.0,-1.0,-6.0,51.0,0.0,4.5,482.7,32.9,7,20.1,Normal,False,Excellente,Simulation DW
11,13,5,7.7,2.7,-2.3,44.4,0.0,21.2,186.3,0.0,7,7.0,Normal,False,Excellente,Simulation DW
11,14,5,18.3,13.3,8.3,43.7,0.0,0.6,144.6,18.9,9,16.5,Normal,False,Excellente,Simulation DW
11,15,5,14.2,9.2,4.2,46.7,3.8,5.2,312.4,22.3,2,10.9,Normal,False,Excellente,Simulation DW
12,1,1,4.1,-0.9,-5.9,58.2,5.0,14.7,422.9,40.3,7,23.1,Normal,False,Excellente,Simulation DW
12,2,1,14.9,9.9,4.9,64.8,0.0,36.6,438.8,28.9,2,13.5,Normal,False,Excellente,Simulation DW
12,3,1,7.9,2.9,-2.1,60.2,0.0,2.8,293.6,50.1,4,24.0,Normal,False,Bonne,Simulation DW
12,4,2,9.9,4.9,-0.1,55.1,0.0,15.2,331.3,29.4,8,19.8,Normal,False,Excellente,Simulation DW
12,5,2,9.0,4.0,-1.0,73.7,0.0,1.6,103.1,10.5,8,12.2,Normal,False,Excellente,Simulation DW
12,6,2,8.7,3.7,-1.3,82.8,0.0,5.7,117.6,27.7,6,17.1,Normal,False,Excellente,Simulation DW
12,7,3,6.3,1.3,-3.7,55.6,0.0,9.7,492.5,46.7,11,29.7,Modéré,False,Excellente,Simulation DW
12,8,3,13.3,8.3,3.3,49.9,0.0,0.1,103.6,40.3,7,23.1,Normal,False,Excellente,Simulation DW
12,9,3,16.7,11.7,6.7,31.0,0.0,6.6,365.0,49.4,6,25.8,Modéré,False,Excellente,Simulation DW
12,10,4,5.7,0.7,-4.3,39.7,0.0,8.3,243.4,6.5,9,11.6,Normal,False,Excellente,Simulation DW
12,11,4,10.4,5.4,0.4,35.7,0.0,1.9,446.7,30.2,2,14.1,Normal,False,Excellente,Simulation DW
12,12,4,8.3,3.3,-1.7,31.2,0.0,4.0,442.0,38.8,12,27.5,Modéré,False,Excellente,Simulation DW
12,13,5,13.1,8.1,3.1,60.6,0.6,5.5,115.0,30.2,10,22.1,Normal,False,Excellente,Simulation DW
12,14,5,14.1,9.1,4.1,60.2,28.9,13.5,439.4,0.0,4,4.0,Normal,False,Excellente,Simulation DW
12,15,5,8.6,3.6,-1.4,35.3,0.0,7.9,383.7,47.9,10,29.2,Modéré,False,Excellente,Simulation DW
13,1,1,13.3,8.3,3.3,79.9,0.0,4.6,473.2,61.0,6,30.4,Modéré,False,Bonne,Simulation DW
13,2,1,21.3,16.3,11.3,76.9,0.0,8.3,478.8,35.2,12,28.7,Modéré,False,Excellente,Simulation DW
13,3,1,8.7,3.7,-1.3,27.2,0.0,12.2,426.9,34.2,4,17.7,Normal,False,Excellente,Simulation DW
13,4,2,10.9,5.9,0.9,40.1,0.0,3.7,216.0,30.1,8,20.0,Normal,False,Bonne,Simulation DW
13,5,2,15.2,10.2,5.2,23.4,7.8,3.7,241.2,39.3,5,20.7,Normal,False,Excellente,Simulation DW
13,6,2,13.2,8.2,3.2,73.0,0.0,4.7,477.8,20.6,6,14.2,Normal,False,Excellente,Simulation DW
13,7,3,15.4,10.4,5.4,30.1,0.0,35.3,145.3,61.7,7,31.7,Modéré,False,Excellente,Simulation DW
13,8,3,12.2,7.2,2.2,75.5,0.0,10.7,487.4,30.4,6,18.1,Normal,False,Excellente,Simulation DW
13,9,3,11.7,6.7,1.7,67.8,7.3,9.4,225.2,42.8,5,22.1,Normal,False,Excellente,Simulation DW
13,10,4,11.0,6.0,1.0,54.2,0.0,6.0,483.0,26.8,6,16.7,Normal,False,Excellente,Simulation DW
13,11,4,6.8,1.8,-3.2,37.0,0.0,13.8,465.8,36.3,2,16.5,Normal,False,Excellente,Simulation DW
13,12,4,7.6,2.6,-2.4,42.6,0.0,12.5,136.6,55.2,4,26.1,Modéré,False,Excellente,Simulation DW
13,13,5,13.1,8.1,3.1,75.6,2.3,9.3,369.1,38.5,3,18.4,Normal,False,Excellente,Simulation DW
13,14,5,11.1,6.1,1.1,56.8,0.0,25.4,333.8,36.1,9,23.4,Normal,False,Excellente,Simulation DW
13,15,5,9.6,4.6,-0.4,41.8,0.0,5.9,108.8,9.3,10,13.7,Normal,False,Excellente,Simulation DW
14,1,1,14.6,9.6,4.6,39.7,0.0,1.7,128.2,39.8,6,21.9,Normal,False,Excellente,Simulation DW
14,2,1,14.4,9.4,4.4,17.8,0.0,4.4,431.4,45.1,5,23.0,Normal,False,Bonne,Simulation DW
14,3,1,13.6,8.6,3.6,29.5,0.0,19.6,370.8,22.8,7,16.1,Normal,False,Bonne,Simulation DW
14,4,2,13.3,8.3,3.3,64.6,0.0,7.2,164.5,39.1,6,21.6,Normal,False,Excellente,Simulation DW
14,5,2,14.8,9.8,4.8,56.4,1.4,0.6,256.4,25.8,5,15.3,Normal,False,Excellente,Simulation DW
14,6,2,15.1,10.1,5.1,36.1,0.0,4.1,157.1,61.3,10,34.5,Modéré,False,Excellente,Simulation DW
14,7,3,12.8,7.8,2.8,46.5,0.0,15.7,127.6,52.9,3,24.2,Normal,False,Excellente,Simulation DW
14,8,3,18.1,13.1,8.1,55.4,0.0,6.6,233.5,54.4,4,25.8,Modéré,False,Bonne,Simulation DW
14,9,3,13.0,8.0,3.0,45.5,0.0,21.0,255.8,45.0,7,25.0,Modéré,False,Excellente,Simulation DW
14,10,4,6.2,1.2,-3.8,40.9,0.0,12.8,362.7,33.2,8,21.3,Normal,False,Bonne,Simulation DW
14,11,4,1.4,-3.6,-8.6,81.7,2.0,14.5,333.5,26.9,4,14.7,Normal,False,Bonne,Simulation DW
14,12,4,10.3,5.3,0.3,58.1,0.0,10.6,455.7,39.4,8,23.7,Normal,False,Excellente,Simulation DW
14,13,5,16.3,11.3,6.3,31.7,0.0,5.5,463.1,28.6,5,16.4,Normal,False,Excellente,Simulation DW
14,14,5,9.3,4.3,-0.7,34.8,0.0,9.0,205.9,52.8,9,30.1,Modéré,False,Excellente,Simulation DW
14,15,5,14.1,9.1,4.1,61.4,0.0,3.0,113.5,40.7,5,21.3,Normal,False,Bonne,Simulation DW
15,1,1,13.0,8.0,3.0,67.4,8.8,16.4,443.2,16.5,10,16.6,Normal,False,Moyenne,Simulation DW
15,2,1,9.6,4.6,-0.4,42.4,0.0,8.4,225.1,38.5,3,18.4,Normal,False,Excellente,Simulation DW
15,3,1,13.9,8.9,3.9,37.7,0.0,2.6,338.7,59.9,10,34.0,Modéré,False,Bonne,Simulation DW
15,4,2,16.6,11.6,6.6,18.5,0.0,11.3,249.2,35.5,9,23.2,Normal,False,Bonne,Simulation DW
15,5,2,12.0,7.0,2.0,64.3,0.0,1.9,107.7,10.8,8,12.3,Normal,False,Bonne,Simulation DW
15,6,2,13.4,8.4,3.4,57.5,0.0,4.4,120.8,42.7,10,27.1,Modéré,False,Excellente,Simulation DW
15,7,3,9.6,4.6,-0.4,53.8,0.0,36.3,286.0,37.8,11,26.1,Modéré,False,Bonne,Simulation DW
15,8,3,14.5,9.5,4.5,54.6,3.3,2.6,287.6,45.1,4,22.1,Normal,False,Excellente,Simulation DW
15,9,3,6.9,1.9,-3.1,70.5,0.0,0.6,184.2,33.1,4,17.2,Normal,False,Bonne,Simulation DW
