timestamp,st_id,temp_c,hum_pct,wind_speed
2024-06-05 09:00:00,12,34.5,50.7,10.5
2024-07-06 12:00:00,6,26.0,82.1,1.2
2024-09-06 15:00:00,7,26.4,25.4,28.8
2024-01-04 22:00:00,14,7.7,41.4,6.9
2024-12-19 05:00:00,5,24.9,31.7,4.4
2024-04-21 14:00:00,11,13.0,40.4,2.2
2024-08-27 21:00:00,13,24.4,50.5,10.8
2024-12-18 13:00:00,15,28.0,39.8,4.6
2024-03-17 08:00:00,15,11.1,32.9,2.6
2024-10-12 10:00:00,13,27.9,31.8,3.1
2024-12-06 14:00:00,15,30.1,75.2,14.6
2024-03-16 04:00:00,10,29.2,46.5,9.9
2024-05-21 08:00:00,6,12.8,63.1,9.4
2024-02-16 21:00:00,5,20.7,60.6,13.1
2024-08-10 09:00:00,10,29.6,60.6,6.1
2024-04-13 13:00:00,5,24.0,50.0,11.4
2024-01-21 20:00:00,11,27.7,48.4,15.5
2024-04-18 22:00:00,1,29.3,48.0,6.0
2024-07-11 02:00:00,8,32.2,46.8,5.0
2024-10-15 21:00:00,4,30.1,48.1,30.8
2024-02-13 16:00:00,11,26.6,31.8,0.0
2024-09-27 11:00:00,15,24.8,51.4,10.3
2024-01-26 04:00:00,1,23.1,29.6,0.1
2024-03-09 07:00:00,13,23.4,44.2,14.0
2024-04-24 20:00:00,15,31.1,56.8,9.3
2024-12-10 23:00:00,4,25.0,35.3,19.7
2024-12-27 17:00:00,4,26.4,34.7,15.6
2024-08-23 05:00:00,14,14.9,63.5,21.1
2024-08-23 20:00:00,11,7.8,68.4,45.5
2024-05-11 12:00:00,1,31.1,72.6,2.0
2024-10-07 15:00:00,8,25.9,57.8,7.2
2024-08-20 02:00:00,9,20.2,27.3,19.8
2024-02-22 22:00:00,11,24.6,44.8,6.2
2024-02-18 18:00:00,9,18.0,34.7,0.6
2024-04-05 03:00:00,4,26.3,77.2,8.0
2024-04-14 18:00:00,5,9.3,53.5,3.9
2024-07-07 19:00:00,14,31.5,50.0,3.6
2024-01-02 03:00:00,5,15.8,28.1,4.3
2024-04-24 01:00:00,4,16.7,32.4,12.3
2024-01-25 21:00:00,3,24.7,78.6,12.6
2024-11-01 05:00:00,8,13.7,52.0,4.0
2024-12-25 15:00:00,14,16.0,56.2,5.0
2024-09-21 13:00:00,8,29.5,53.0,32.5
2024-01-21 09:00:00,12,28.3,29.0,2.8
2024-05-02 18:00:00,11,25.2,56.1,3.2
2024-04-03 02:00:00,5,25.3,34.3,12.5
2024-03-15 17:00:00,6,25.0,63.3,6.8
2024-06-25 16:00:00,11,32.9,36.6,2.1
2024-11-02 09:00:00,7,33.7,52.3,1.7
2024-06-17 14:00:00,2,24.5,41.3,18.7
2024-07-03 05:00:00,7,11.0,30.6,1.0
2024-03-22 19:00:00,10,19.5,71.1,7.8
2024-09-03 14:00:00,13,12.7,67.5,33.5
2024-05-06 09:00:00,9,9.4,80.8,17.6
2024-01-23 05:00:00,11,11.8,61.8,23.7
2024-10-13 15:00:00,15,24.6,34.8,11.9
2024-04-23 11:00:00,7,26.2,34.4,20.7
2024-04-13 15:00:00,2,10.1,70.7,5.0
2024-08-27 00:00:00,9,24.4,60.2,1.8
2024-03-01 12:00:00,4,31.8,55.7,11.1
2024-11-17 06:00:00,9,24.2,36.9,10.0
2024-12-23 00:00:00,9,24.0,73.7,2.2
2024-02-09 13:00:00,4,29.4,58.2,5.4
2024-12-25 17:00:00,14,19.5,58.0,7.8
2024-04-07 16:00:00,11,7.7,24.5,8.1
2024-02-12 20:00:00,3,27.9,56.4,17.1
2024-10-02 05:00:00,11,22.3,70.1,18.2
2024-01-06 20:00:00,7,10.8,49.2,11.5
2024-09-24 23:00:00,4,14.3,36.5,13.1
2024-12-26 08:00:00,9,35.2,45.9,37.1
2024-05-10 09:00:00,14,23.0,52.9,2.0
2024-07-16 15:00:00,7,21.8,46.2,6.8
2024-03-22 11:00:00,4,37.3,29.3,19.3
2024-08-20 09:00:00,1,35.4,48.6,39.1
2024-01-15 18:00:00,9,33.7,47.6,0.9
2024-11-23 09:00:00,6,20.1,57.6,5.3
2024-06-01 13:00:00,12,22.8,58.6,8.0
2024-06-13 21:00:00,1,33.0,69.3,5.8
2024-02-22 07:00:00,14,32.9,45.2,3.8
2024-11-19 18:00:00,4,33.4,41.8,6.5
2024-12-11 04:00:00,14,29.5,50.7,10.6
2024-07-17 02:00:00,9,28.4,40.8,14.0
2024-06-18 17:00:00,2,34.0,59.7,0.5
2024-05-11 12:00:00,7,25.7,44.9,2.4
2024-05-13 02:00:00,13,22.4,46.5,7.8
2024-10-14 03:00:00,5,31.5,61.1,21.0
2024-05-26 05:00:00,3,21.8,39.8,3.2
2024-05-09 12:00:00,1,9.0,66.2,21.8
2024-06-26 17:00:00,11,36.4,62.3,1.3
2024-05-16 10:00:00,11,5.0,46.4,8.4
2024-10-09 00:00:00,2,24.6,27.2,0.3
2024-10-01 19:00:00,5,26.5,55.8,9.5
2024-07-14 08:00:00,7,30.8,58.2,16.4
2024-02-13 12:00:00,6,22.9,29.3,2.0
2024-04-17 22:00:00,1,31.2,23.4,3.1
2024-05-17 16:00:00,5,37.4,63.6,3.0
2024-10-16 13:00:00,5,28.6,47.7,6.8
2024-02-23 14:00:00,9,34.4,68.9,19.7
2024-07-03 17:00:00,9,32.2,47.9,4.5
2024-10-11 23:00:00,1,22.9,35.1,38.1
2024-07-27 08:00:00,13,26.1,46.6,1.1
2024-09-01 01:00:00,2,36.3,1.9,4.2
2024-07-24 12:00:00,1,25.2,48.7,17.0
2024-06-21 21:00:00,15,11.9,34.8,1.5
2024-02-12 08:00:00,12,37.7,80.3,4.2
2024-10-20 08:00:00,4,25.8,39.5,0.7
2024-11-08 03:00:00,9,31.9,49.0,13.9
2024-05-15 22:00:00,9,24.6,67.1,20.8
2024-05-02 23:00:00,11,25.1,36.9,2.8
2024-10-08 07:00:00,2,29.2,57.9,13.9
2024-10-24 05:00:00,8,14.5,54.6,2.6
2024-10-11 01:00:00,6,28.0,77.4,19.6
2024-04-12 14:00:00,5,25.8,52.8,17.5
2024-02-02 15:00:00,6,30.8,39.2,6.1
2024-09-16 04:00:00,1,10.9,50.7,9.5
2024-03-25 11:00:00,15,25.8,39.6,2.7
2024-07-04 11:00:00,12,31.2,67.7,7.1
2024-03-08 05:00:00,13,34.0,56.0,0.4
2024-04-09 16:00:00,3,14.7,28.3,1.6
2024-05-19 15:00:00,12,26.6,56.1,17.8
2024-11-02 04:00:00,1,27.4,57.4,14.1
2024-03-23 16:00:00,2,23.5,53.4,18.3
2024-05-15 22:00:00,3,25.4,57.6,24.9
2024-06-11 17:00:00,7,11.5,47.8,8.3
2024-05-03 01:00:00,15,26.2,56.1,23.1
2024-08-27 01:00:00,3,24.9,70.8,5.8
2024-04-08 12:00:00,10,24.5,75.1,3.7
2024-12-11 08:00:00,11,11.0,33.0,5.9
2024-12-22 10:00:00,15,24.2,40.9,2.8
2024-05-20 14:00:00,13,28.2,49.3,23.0
2024-12-17 11:00:00,8,28.5,55.0,5.0
2024-10-21 19:00:00,3,35.2,39.2,6.3
2024-06-06 06:00:00,6,32.6,56.8,6.0
2024-04-17 02:00:00,9,25.4,25.8,13.5
2024-09-21 18:00:00,8,8.3,51.9,10.3
2024-08-01 19:00:00,9,18.1,32.8,0.2
2024-03-18 17:00:00,7,29.6,56.4,4.9
2024-05-07 13:00:00,15,6.9,62.3,3.2
2024-05-18 11:00:00,15,31.0,53.7,35.9
2024-04-20 21:00:00,1,25.7,29.9,12.6
2024-12-18 18:00:00,2,20.5,65.8,8.5
2024-06-20 21:00:00,2,16.6,49.7,2.2
2024-06-19 06:00:00,14,13.9,54.8,8.4
2024-04-23 08:00:00,13,10.1,31.1,12.6
2024-03-16 08:00:00,6,32.2,78.8,7.8
2024-02-05 11:00:00,14,9.4,44.5,15.1
2024-04-26 10:00:00,1,37.4,44.1,3.2
2024-07-23 11:00:00,2,21.3,76.9,8.3
2024-03-20 22:00:00,4,16.4,38.9,11.4
2024-03-01 01:00:00,2,37.3,44.5,6.2
2024-12-21 10:00:00,11,26.7,71.0,10.4
2024-05-24 18:00:00,7,20.5,33.5,0.5
2024-09-05 09:00:00,9,23.7,32.0,7.1
2024-03-15 07:00:00,1,22.9,69.6,3.5
2024-02-24 07:00:00,15,23.4,50.3,4.6
2024-10-13 00:00:00,9,27.6,54.6,0.9
2024-09-01 08:00:00,12,28.6,31.2,3.1
2024-10-18 15:00:00,9,33.3,45.5,5.7
2024-08-09 21:00:00,6,21.1,35.5,9.5
2024-06-03 23:00:00,11,6.0,48.7,4.2
2024-02-05 06:00:00,12,38.8,65.1,1.1
2024-11-14 16:00:00,15,14.2,46.7,5.2
2024-08-03 13:00:00,9,21.9,30.3,1.3
2024-10-18 22:00:00,2,23.1,22.7,0.3
2024-05-24 00:00:00,4,22.3,56.3,1.6
2024-09-12 05:00:00,2,12.1,42.7,10.4
2024-08-13 14:00:00,13,11.9,29.7,0.1
2024-06-07 10:00:00,15,14.9,29.1,0.4
2024-08-09 03:00:00,11,35.6,52.5,1.0
2024-03-10 09:00:00,11,24.5,70.5,2.3
2024-02-18 19:00:00,12,11.5,54.6,2.1
2024-08-16 10:00:00,3,28.7,20.0,3.4
2024-06-19 03:00:00,6,35.2,74.4,2.1
2024-03-14 02:00:00,7,27.1,74.5,7.1
2024-09-27 18:00:00,3,26.3,70.0,3.1
2024-11-02 12:00:00,14,13.9,16.1,22.5
2024-02-12 12:00:00,8,26.4,63.0,5.2
2024-08-26 12:00:00,3,31.0,70.9,8.9
2024-03-14 09:00:00,4,12.7,71.5,11.9
2024-10-25 10:00:00,4,24.6,62.6,8.3
2024-03-10 01:00:00,7,19.0,43.2,1.1
2024-08-22 03:00:00,5,25.8,74.8,19.5
2024-01-10 05:00:00,1,12.4,37.3,5.5
2024-07-08 06:00:00,14,28.5,54.8,1.5
2024-12-18 02:00:00,3,16.8,49.9,0.1
2024-01-04 20:00:00,4,25.6,53.4,6.0
2024-12-09 16:00:00,15,10.8,43.6,2.7
2024-12-15 22:00:00,8,24.8,22.0,7.0
2024-04-24 01:00:00,12,24.8,39.0,1.9
2024-05-18 01:00:00,14,21.6,64.6,8.4
2024-07-20 11:00:00,2,23.7,39.2,14.2
2024-09-16 13:00:00,8,32.2,39.6,5.6
2024-10-18 15:00:00,6,8.0,27.7,10.4
2024-07-24 16:00:00,3,14.2,47.4,5.5
2024-01-07 04:00:00,2,27.4,75.3,9.9
2024-07-01 17:00:00,10,32.5,49.1,17.0
2024-11-21 03:00:00,1,27.2,70.1,23.0
2024-05-09 20:00:00,2,25.3,56.2,2.2
2024-04-20 04:00:00,5,13.1,28.0,12.4
2024-10-17 08:00:00,12,12.0,40.3,2.7
2024-01-23 19:00:00,3,28.7,64.3,3.2
2024-09-26 16:00:00,6,27.7,61.5,8.4
2024-04-23 17:00:00,8,26.5,40.9,3.3
2024-05-27 11:00:00,8,9.2,64.7,11.8
2024-07-15 11:00:00,9,35.2,59.6,9.4
2024-03-08 12:00:00,6,23.7,48.7,17.6
2024-04-21 04:00:00,10,25.5,80.6,2.3
2024-07-24 15:00:00,14,9.8,61.1,17.9
2024-01-10 10:00:00,3,25.0,59.5,1.9
2024-07-24 12:00:00,6,23.6,32.2,5.5
2024-02-17 08:00:00,7,24.7,60.1,2.2
2024-11-16 08:00:00,4,22.9,3.9,0.9
2024-11-27 13:00:00,10,31.3,75.9,2.5
2024-11-15 11:00:00,13,27.1,48.9,10.3
2024-11-03 11:00:00,7,26.9,66.3,4.9
2024-10-14 08:00:00,7,12.1,48.2,0.7
2024-01-17 15:00:00,15,25.0,54.4,1.6
2024-02-23 03:00:00,15,14.1,18.6,2.7
2024-09-22 07:00:00,13,25.8,87.9,1.4
2024-07-09 15:00:00,15,23.9,54.3,4.0
2024-11-10 01:00:00,12,3.3,60.1,11.6
2024-01-25 18:00:00,15,23.9,75.0,17.5
2024-12-07 07:00:00,1,28.1,43.9,0.4
2024-02-03 15:00:00,5,26.6,33.6,7.0
2024-07-13 02:00:00,15,14.9,57.1,25.3
2024-09-07 22:00:00,14,30.7,56.0,5.9
2024-12-27 21:00:00,5,16.5,69.2,1.3
2024-12-05 01:00:00,15,20.8,84.2,22.0
2024-08-04 23:00:00,10,4.9,54.9,6.1
2024-06-10 05:00:00,10,20.5,84.7,11.1
2024-03-23 13:00:00,5,12.0,18.4,1.8
2024-07-21 14:00:00,14,23.9,40.9,8.2
2024-12-11 05:00:00,5,8.8,56.3,2.5
2024-06-12 23:00:00,2,23.8,66.4,9.8
2024-09-27 05:00:00,9,12.7,36.9,10.4
2024-03-14 20:00:00,12,23.2,37.9,7.4
2024-01-14 00:00:00,13,11.1,57.8,16.7
2024-10-26 16:00:00,14,14.1,37.7,14.1
2024-09-10 17:00:00,11,33.4,49.0,2.3
2024-10-11 16:00:00,9,24.3,60.0,28.0
2024-12-05 23:00:00,9,14.7,65.2,16.1
2024-05-05 09:00:00,8,28.7,72.8,0.6
2024-02-23 00:00:00,12,27.5,40.7,12.3
2024-02-16 15:00:00,15,24.8,54.2,20.3
2024-05-23 22:00:00,2,28.1,64.4,4.0
2024-08-22 18:00:00,4,26.9,57.0,1.6
2024-12-08 00:00:00,2,23.7,71.4,6.4
2024-11-19 07:00:00,7,26.5,39.9,5.5
2024-03-05 20:00:00,13,28.6,32.0,0.8
2024-07-20 17:00:00,4,23.2,33.8,2.0
2024-02-23 18:00:00,14,14.3,40.2,1.1
2024-10-18 15:00:00,11,31.7,22.6,8.4
2024-05-13 01:00:00,1,31.7,60.2,15.6
2024-11-12 20:00:00,9,25.5,54.9,9.3
2024-08-12 14:00:00,5,22.9,40.3,17.3
2024-06-17 09:00:00,14,26.9,47.2,8.0
2024-07-20 19:00:00,9,31.7,25.3,3.0
2024-09-26 21:00:00,11,33.6,45.5,3.5
2024-10-23 17:00:00,8,26.2,42.0,3.6
2024-11-03 16:00:00,12,25.4,42.6,2.7
2024-05-07 05:00:00,15,27.3,34.3,3.7
2024-06-06 19:00:00,9,10.3,74.1,1.4
2024-07-06 04:00:00,2,27.5,64.2,11.4
2024-07-07 14:00:00,15,30.4,60.6,4.9
2024-02-05 10:00:00,13,31.9,46.4,13.5
2024-11-23 23:00:00,6,11.3,42.1,16.3
2024-09-20 13:00:00,3,27.9,56.6,6.8
2024-05-08 07:00:00,8,24.9,71.9,12.0
2024-02-16 16:00:00,10,35.9,45.3,2.5
2024-10-10 13:00:00,15,32.0,47.8,0.6
2024-12-20 10:00:00,2,28.7,78.8,4.6
2024-02-15 14:00:00,11,24.4,26.3,3.4
2024-10-03 17:00:00,1,22.8,28.6,2.9
2024-04-24 15:00:00,8,31.4,42.7,16.7
2024-09-23 17:00:00,12,36.7,57.1,9.7
2024-07-10 21:00:00,13,8.3,57.8,0.7
2024-04-17 15:00:00,1,28.3,61.3,22.4
2024-10-26 16:00:00,13,26.5,50.7,5.7
2024-06-12 06:00:00,12,24.1,21.8,1.4
2024-01-12 17:00:00,1,23.4,21.3,7.8
2024-09-16 11:00:00,11,9.8,38.3,4.1
2024-10-11 11:00:00,13,26.1,69.8,9.7
2024-04-04 09:00:00,9,20.6,55.4,3.8
2024-06-05 12:00:00,5,23.4,27.6,17.8
2024-11-09 02:00:00,12,19.8,56.5,2.3
2024-08-16 15:00:00,10,29.8,30.9,47.9
2024-01-07 07:00:00,2,33.3,49.2,12.0
2024-09-27 10:00:00,13,13.7,43.7,14.2
2024-12-26 15:00:00,11,28.4,49.4,0.7
2024-01-01 12:00:00,14,30.0,27.9,45.9
2024-08-02 15:00:00,7,12.1,56.2,34.9
2024-12-22 07:00:00,4,23.4,48.6,8.9
2024-10-22 23:00:00,11,25.2,61.1,9.9
2024-07-21 00:00:00,7,26.7,43.6,5.4
2024-12-02 17:00:00,13,22.1,70.5,9.5
2024-01-16 20:00:00,10,11.7,55.4,12.5
2024-03-15 13:00:00,7,35.6,51.6,4.4
2024-08-02 10:00:00,12,41.0,32.6,12.4
2024-03-11 08:00:00,7,33.1,47.2,3.9
2024-02-12 08:00:00,2,30.3,73.4,3.9
2024-09-03 12:00:00,15,37.2,34.7,8.0
2024-05-26 01:00:00,3,13.2,54.9,0.9
2024-12-01 02:00:00,5,24.7,62.0,2.2
2024-08-18 04:00:00,6,27.4,47.4,4.0
2024-04-14 08:00:00,7,14.3,47.8,0.1
2024-10-21 12:00:00,11,27.5,68.0,20.2
2024-01-23 21:00:00,11,25.6,19.8,7.7
2024-10-08 08:00:00,15,22.6,43.6,12.1
2024-11-23 04:00:00,4,27.3,23.4,15.0
2024-03-20 19:00:00,2,25.2,67.0,8.3
2024-07-09 13:00:00,13,33.9,52.7,28.2
2024-02-26 15:00:00,5,26.9,32.1,32.9
2024-02-20 15:00:00,13,6.9,36.7,24.0
2024-08-26 15:00:00,10,28.9,48.1,1.7
2024-01-27 05:00:00,12,32.4,55.1,2.4
2024-11-17 20:00:00,4,35.2,59.7,8.1
2024-03-17 03:00:00,7,9.9,58.2,8.0
2024-10-22 23:00:00,8,15.9,56.5,18.8
2024-09-15 19:00:00,9,35.5,38.7,45.0
2024-05-08 15:00:00,15,20.4,19.6,2.6
2024-03-20 05:00:00,12,22.7,64.0,8.6
2024-05-15 07:00:00,13,9.3,62.5,33.8
2024-10-11 01:00:00,12,25.3,48.0,13.0
2024-12-25 16:00:00,11,24.6,63.8,5.7
2024-02-08 07:00:00,14,30.7,47.6,15.7
2024-08-02 07:00:00,9,24.4,14.7,12.9
2024-05-20 01:00:00,3,20.7,67.5,2.5
2024-09-19 13:00:00,9,8.4,39.2,2.4
2024-12-05 19:00:00,9,15.5,30.8,0.4
2024-09-20 20:00:00,1,29.6,48.0,4.5
2024-11-24 19:00:00,3,9.5,23.3,13.9
2024-11-18 09:00:00,9,22.1,46.4,4.1
2024-02-26 08:00:00,7,27.5,81.0,15.8
2024-10-06 11:00:00,7,13.9,48.6,0.6
2024-01-10 01:00:00,13,28.8,55.9,60.8
2024-09-08 11:00:00,7,27.4,66.4,0.7
2024-06-19 19:00:00,9,24.9,52.8,5.0
2024-07-13 23:00:00,8,27.7,45.2,9.8
2024-12-15 09:00:00,13,31.8,45.1,6.1
2024-09-10 07:00:00,7,28.5,47.6,9.3
2024-02-18 11:00:00,2,10.4,48.2,7.7
2024-05-18 16:00:00,1,17.2,46.9,5.5
2024-10-11 10:00:00,13,29.4,40.1,1.5
2024-04-14 00:00:00,8,11.0,50.9,12.6
2024-04-15 19:00:00,15,35.4,46.2,0.9
2024-06-26 04:00:00,6,35.0,61.6,10.5
2024-09-10 07:00:00,12,20.6,48.9,1.8
2024-06-13 21:00:00,2,14.5,41.2,4.4
2024-06-20 13:00:00,13,31.8,46.9,15.4
2024-05-04 01:00:00,4,24.5,45.5,23.0
2024-05-01 13:00:00,3,24.9,37.4,6.2
2024-09-16 13:00:00,13,28.1,35.6,2.1
2024-09-09 01:00:00,3,22.8,82.9,13.2
2024-11-19 23:00:00,12,23.5,58.8,1.9
2024-02-12 05:00:00,5,15.3,51.8,7.6
2024-09-07 02:00:00,12,33.4,31.7,6.0
2024-08-09 20:00:00,8,29.3,34.6,29.3
2024-08-24 16:00:00,10,24.8,48.7,4.8
2024-02-23 00:00:00,11,35.4,22.4,1.5
2024-04-07 13:00:00,14,31.0,49.8,1.7
2024-10-21 01:00:00,15,32.3,53.8,9.7
2024-03-08 15:00:00,10,25.6,67.1,0.6
2024-01-12 12:00:00,8,26.3,54.7,0.4
2024-05-15 02:00:00,6,20.2,69.2,27.5
2024-09-06 04:00:00,2,26.7,49.6,12.7
2024-03-20 11:00:00,6,26.6,56.8,25.1
2024-08-14 16:00:00,13,31.1,61.6,12.4
2024-07-17 00:00:00,6,35.2,43.1,10.0
2024-04-18 00:00:00,11,35.3,51.7,2.1
2024-08-26 09:00:00,13,16.4,41.7,4.1
2024-07-25 17:00:00,13,27.9,55.3,16.0
2024-10-10 05:00:00,12,22.0,58.6,4.6
2024-03-05 08:00:00,11,22.5,51.6,20.3
2024-03-25 14:00:00,3,28.6,45.3,4.2
2024-08-10 10:00:00,11,20.1,27.3,17.2
2024-09-18 03:00:00,13,26.1,61.8,6.4
2024-03-22 07:00:00,4,29.4,34.3,1.9
2024-11-23 11:00:00,11,24.0,60.1,17.5
2024-02-21 03:00:00,7,7.0,76.7,4.7
2024-12-17 14:00:00,4,24.5,46.4,10.2
2024-05-21 15:00:00,4,19.7,50.4,5.6
2024-05-19 16:00:00,7,10.1,51.8,6.7
2024-10-23 09:00:00,4,10.8,47.9,1.1
2024-06-27 19:00:00,10,24.1,30.5,2.6
2024-12-05 02:00:00,3,11.4,51.5,1.0
2024-04-10 02:00:00,14,28.2,44.8,13.0
2024-12-26 14:00:00,7,22.1,59.4,13.2
2024-07-13 03:00:00,11,33.3,67.2,9.0
2024-10-22 07:00:00,11,11.5,65.4,13.4
2024-11-08 11:00:00,8,15.3,58.5,2.6
2024-06-14 08:00:00,1,20.0,73.9,3.1
2024-06-09 21:00:00,9,28.5,31.7,1.4
2024-09-08 06:00:00,4,15.0,59.0,1.7
2024-08-04 22:00:00,13,15.0,59.7,6.7
2024-02-03 18:00:00,11,22.8,30.5,0.3
2024-05-04 16:00:00,8,32.0,51.1,3.7
2024-11-23 01:00:00,7,25.4,50.6,15.7
2024-08-20 15:00:00,4,13.8,47.9,16.0
2024-10-21 03:00:00,11,25.9,42.0,18.0
2024-04-06 14:00:00,2,17.9,36.9,12.0
2024-05-13 21:00:00,9,23.0,36.0,3.8
2024-02-16 00:00:00,8,32.4,66.0,1.9
2024-11-15 11:00:00,10,27.4,41.4,15.2
2024-12-03 23:00:00,5,13.2,39.7,1.2
2024-11-01 07:00:00,4,29.3,52.8,4.0
2024-02-12 10:00:00,9,28.9,47.0,9.1
2024-10-04 10:00:00,9,30.2,39.7,16.8
2024-11-15 02:00:00,8,28.0,34.2,10.9
2024-01-08 00:00:00,3,32.8,58.6,1.4
2024-07-19 02:00:00,9,10.5,67.4,20.7
2024-09-13 07:00:00,10,12.3,68.0,23.4
2024-12-26 18:00:00,15,14.9,48.1,6.4
2024-12-27 08:00:00,14,23.2,56.0,8.7
2024-06-03 06:00:00,11,13.4,68.5,34.8
2024-04-06 01:00:00,4,24.1,59.8,6.4
2024-09-19 15:00:00,2,31.4,50.2,8.8
2024-10-04 13:00:00,15,6.7,47.0,7.3
2024-09-07 01:00:00,12,10.3,47.3,14.1
2024-11-17 15:00:00,3,21.8,49.3,0.5
2024-07-18 14:00:00,6,35.2,40.8,12.2
2024-12-14 05:00:00,6,27.6,53.9,9.9
2024-06-27 20:00:00,2,11.2,64.1,8.8
2024-02-14 08:00:00,3,9.7,32.3,8.6
2024-01-10 16:00:00,1,15.4,24.7,0.5
2024-02-14 23:00:00,11,11.6,33.9,4.5
2024-05-03 19:00:00,6,27.2,46.2,3.9
2024-04-09 12:00:00,4,31.9,54.5,3.9
2024-05-20 06:00:00,6,33.1,49.4,4.5
2024-06-13 17:00:00,14,31.4,41.8,37.7
2024-12-20 18:00:00,3,30.9,-0.1,3.3
2024-12-25 21:00:00,2,7.1,34.1,22.8
2024-02-21 05:00:00,3,20.9,38.1,11.5
2024-01-10 13:00:00,11,24.9,65.0,6.9
2024-06-03 23:00:00,13,27.7,70.5,5.5
2024-12-05 21:00:00,4,9.9,45.3,0.2
2024-04-01 03:00:00,13,35.7,62.3,1.6
2024-10-16 19:00:00,14,11.2,36.1,8.9
2024-04-19 11:00:00,13,14.9,65.1,9.1
2024-03-15 16:00:00,14,27.0,90.6,10.7
2024-08-23 10:00:00,13,11.5,76.2,9.2
2024-03-15 06:00:00,10,17.5,61.4,5.4
2024-09-11 22:00:00,7,30.7,50.1,8.2
2024-04-15 00:00:00,7,23.2,39.5,17.9
2024-09-08 18:00:00,15,23.7,50.4,3.9
2024-11-26 08:00:00,12,19.8,69.9,0.9
2024-05-20 21:00:00,9,24.2,48.1,2.1
2024-11-07 05:00:00,4,26.7,20.9,4.8
2024-09-01 15:00:00,11,7.4,8.3,2.2
2024-04-17 12:00:00,10,26.9,41.9,1.9
2024-10-23 03:00:00,2,23.6,61.0,17.0
2024-01-15 16:00:00,14,7.7,61.4,7.5
2024-08-11 19:00:00,6,31.6,67.7,16.2
2024-10-19 01:00:00,13,26.3,32.8,10.1
2024-12-21 01:00:00,4,13.3,64.6,7.2
2024-03-05 12:00:00,2,25.4,49.6,2.4
